transaction_amount,transaction_frequency,distance,account_age_days,transaction_recency,unusual_activity_flag,num_unique_devices,num_unique_locations,blacklist_whitelist_status,transaction_amount_deviation,credit_score,account_status,is_fraud,fraud_score
229.61233331700757,41,384.7399669094034,3067,214,0,9,3,whitelist,392.5329944306432,566,active,1,0.5097848211068335
579.1964728361422,32,195.9771485109849,2733,175,1,9,8,whitelist,189.42640354517033,475,active,1,0.9621615908714082
50.468314219928246,40,671.1226629112792,1709,104,0,6,7,whitelist,183.14282016014266,841,active,1,0.5393979601028638
812.319831466295,13,895.4893207234919,2002,297,0,2,1,blacklist,39.24803582427189,715,active,1,0.8037408613975987
516.4582848621938,26,199.1095051118702,3613,102,0,3,8,whitelist,480.5768361756006,438,active,1,0.6751807890785421
924.0684907124803,45,165.21922503084352,849,254,0,3,4,blacklist,361.85481086324364,564,active,0,0.7474473349564276
608.8937788842023,47,544.4359130729978,403,143,0,7,9,whitelist,201.8456626284011,394,inactive,0,0.8951649301546925
797.5927667773809,40,253.54228734789274,1301,20,1,8,1,blacklist,337.4479475472498,433,active,1,0.07162912120228337
974.3722164903131,41,110.42790080582554,2937,237,1,6,8,blacklist,483.01266418528115,774,active,1,0.027307216046591143
423.69639667541287,33,946.2044594683119,1052,78,1,9,3,whitelist,205.9123951559841,744,active,0,0.6432128669061385
545.2115912434617,24,540.7796821272954,3417,200,0,4,2,blacklist,232.089602307721,707,inactive,0,0.5052108583684997
776.1724721477707,3,922.3396886544139,3314,92,0,2,3,whitelist,473.2306703325436,592,active,0,0.8940907657724017
885.0921890219171,45,731.8021676332501,401,42,1,8,3,whitelist,465.7672381679544,550,inactive,0,0.3504104046502243
62.74251599828045,24,464.3094511379692,3594,144,1,7,6,blacklist,354.26966519375634,616,active,1,0.2977333188812942
879.6533682333288,45,297.16815605084656,3210,280,0,5,9,whitelist,313.4598822700252,490,inactive,1,0.8677618093369127
416.87205813566806,37,260.2815899831145,444,87,1,2,9,whitelist,62.99907791003495,634,inactive,1,0.9805111854572375
406.9882767005232,48,97.03190724810018,2036,62,1,4,4,blacklist,315.51648899656163,592,inactive,1,0.9851992175202552
238.96952029635986,15,492.59985802360296,166,69,0,6,7,whitelist,193.6615120656507,668,inactive,0,0.9436596199262623
561.6471029553085,44,698.6905495790883,1708,354,1,6,8,whitelist,184.40248333492565,568,active,0,0.3857886149974403
783.6149707514899,7,86.6894349952243,2346,209,0,5,7,blacklist,146.44366120048474,484,active,1,0.022681455758056135
887.3288529638425,13,676.9915660245977,2939,15,0,8,5,whitelist,377.1968582297939,328,inactive,1,0.04866543074454921
917.2897091194698,36,509.2921952925241,1006,280,0,9,7,blacklist,64.58472127676163,445,active,1,0.47531054907700687
421.6499999405386,41,877.6783628420181,3365,296,1,6,6,whitelist,469.15623446041326,527,active,0,0.9997443149123322
349.42804035999563,49,680.4081416634308,1890,16,1,7,4,whitelist,407.2068372266428,826,active,0,0.7186730664297999
44.30683839310642,12,671.4539190986128,2478,261,1,5,6,whitelist,252.45800148494325,580,active,0,0.2904371620083106
704.3088806308858,46,478.05697345688293,3515,279,1,8,4,whitelist,44.144279939824116,658,inactive,1,0.16231800597617396
540.4019902769425,2,272.9564589254536,2692,10,1,1,3,blacklist,114.1075562516386,449,inactive,1,0.5220536914669115
93.71891043149117,15,398.65409641358775,2282,329,1,1,6,blacklist,334.7941706673303,499,active,1,0.864302059611653
920.2900605707486,12,318.3542838136559,1617,183,0,9,5,whitelist,388.3646310037051,426,active,0,0.9634418227013938
63.45562685270148,2,999.1471033181061,178,48,0,7,5,whitelist,199.67505924639323,531,active,1,0.4619213799805322
565.889650253816,32,579.9244342199826,1272,86,0,4,7,blacklist,482.79846042975737,559,active,0,0.23554656967370613
417.9328823460418,37,322.6785087671048,1859,9,0,5,8,blacklist,392.9136304934051,540,inactive,1,0.7976679875899704
438.77603358010185,6,410.43002565253653,2067,131,1,2,6,blacklist,248.30645252141287,546,active,1,0.7604576177952479
525.224453335886,35,9.359867234734143,2870,217,1,3,5,whitelist,63.10395972014632,599,active,0,0.5927922422604276
709.5989339578218,3,428.2172697236667,2130,180,0,1,1,whitelist,21.026886443214764,337,inactive,0,0.5046310144172463
800.3437549739309,1,525.7637100584816,400,341,1,4,4,whitelist,294.11094873539605,381,active,0,0.5145542081854599
449.7958085594672,48,678.1785566271192,1040,29,0,8,2,whitelist,416.96716708358326,781,active,0,0.5234693352519441
738.7420679846507,11,222.09686920186488,995,202,1,8,5,blacklist,107.50932008504898,401,active,1,0.5537535489177008
396.104022757085,12,414.61221566515314,534,138,1,4,1,whitelist,421.80516641744947,469,inactive,0,0.658799882662016
945.9155564268337,39,349.7841865983684,585,73,1,4,6,whitelist,358.079973055514,598,active,1,0.06259460502031322
272.35897938218267,15,701.8402790219793,2963,37,0,3,7,whitelist,152.92364267553066,420,active,0,0.8938518257933655
82.06096272767387,30,941.7131969251925,2082,72,1,3,2,blacklist,413.26494628079024,313,inactive,1,0.11044736653339982
919.9173805946198,39,356.81729719284607,2350,363,0,8,7,blacklist,100.06829222810865,605,active,0,0.5049157520446284
525.7753901396852,49,583.3106322556368,2327,103,0,9,7,blacklist,230.16872089289214,624,active,0,0.7275908839118741
703.4935053989137,6,359.1421512858557,2117,234,0,7,2,whitelist,14.882852708826555,436,active,1,0.0014064502670900758
296.0649875133205,6,834.9211314203917,2997,276,1,5,8,blacklist,316.8598224331505,593,inactive,1,0.08630427245940187
515.1829855141023,21,322.25218326285545,2600,174,0,3,8,blacklist,159.48513062228403,625,inactive,1,0.26383717963524944
302.74441415050626,43,917.6224235641452,3002,133,1,3,8,blacklist,345.51891038724733,570,inactive,0,0.34552426769338174
815.347651746087,25,769.7193567477658,1465,360,0,2,4,whitelist,451.932978520956,712,active,0,0.5757164385178373
972.1170696174318,35,482.8293364511884,2214,34,1,5,9,whitelist,237.87274279422937,481,active,0,0.27755585205435196
766.4978207360313,17,184.54955734775245,3208,173,1,3,2,blacklist,311.2035926180754,677,active,1,0.9813061730755762
382.7824572708415,48,245.6608569486488,2662,50,0,6,6,blacklist,14.151560242913586,841,active,0,0.8386627011963171
342.771748508645,8,442.9767312536028,327,105,1,7,1,whitelist,273.91842069550756,826,inactive,0,0.9744466412537032
703.3874543318192,44,307.92592630566963,2770,187,1,1,1,blacklist,250.08536127987517,528,inactive,0,0.24024240682122966
453.06098336131333,28,109.04164591067511,3213,288,0,5,8,blacklist,228.66193857249596,631,active,0,0.4583455646785307
163.6071447751014,21,820.6241717728841,1293,74,0,8,1,blacklist,313.30604011327176,797,active,0,0.9615600521071339
392.3694122933354,7,667.108273957106,1200,21,1,5,8,blacklist,54.9945106566459,587,active,0,0.24096738643634585
882.4481372308697,18,99.8971363135136,3058,88,0,7,5,whitelist,24.265994290563253,430,active,0,0.727960363982265
150.2673994404068,46,242.1643575944221,12,277,0,2,4,whitelist,31.300053853454745,723,active,1,0.6854095974187114
376.51820661850564,41,822.6549825158075,1136,107,0,2,7,blacklist,6.4761791865303735,445,active,1,0.3281176224487875
899.6790873788083,44,833.2703727544176,3,77,0,4,9,blacklist,341.53944510966124,660,active,1,0.49061740668948395
681.626022552989,16,271.14852216248266,2267,292,1,7,9,blacklist,90.12440612058126,609,active,0,0.7904418867101144
825.1968481088181,17,803.977869422634,1427,69,0,5,3,whitelist,189.91229134511644,730,active,0,0.5659639438009325
291.6144783321288,41,384.4898315103257,3084,36,1,9,4,whitelist,376.1802994563854,501,active,1,0.3912954764789087
179.79737557202012,5,110.94458325338653,3426,288,0,5,3,blacklist,333.5088083781502,311,active,1,0.9500922526540455
39.58062204839022,4,373.7749848465106,862,222,1,5,9,blacklist,260.1564836798754,728,active,1,0.5027126276562501
429.26578482537815,33,457.2749825415029,859,243,0,4,1,blacklist,208.58451178005816,842,active,0,0.6512557793802705
609.0666386791193,13,474.3882092642808,1358,310,1,8,3,whitelist,438.8420993298156,487,active,1,0.5022541949755583
650.0431215322764,2,963.650726036817,317,21,1,2,1,whitelist,49.04639629911961,325,active,0,0.20127771368677594
517.7113609095965,10,34.13177916861421,3435,341,0,2,2,blacklist,350.98961817886385,743,active,1,0.17062817148399567
765.011074132183,49,349.65390623020795,37,117,0,5,2,blacklist,56.36848413506929,788,active,0,0.1490141596092862
460.324983211796,23,580.284808835357,2815,216,0,6,4,whitelist,408.6453278279456,674,active,0,0.513564585509238
10.425113103419987,43,277.65071370666175,1849,349,1,1,3,whitelist,251.9136494526925,844,inactive,1,0.3193989648257034
244.53993381529492,47,247.7512096867285,874,12,0,9,2,whitelist,153.93614404813283,787,inactive,1,0.10323046862528307
778.0292111688719,45,283.3838910077175,1598,216,0,7,4,whitelist,346.5524434277907,390,active,1,0.41523028401817863
772.1611383639381,8,886.947454954134,882,48,0,5,8,whitelist,463.8550056966508,390,active,1,0.41212818204645474
95.92692401462345,41,151.98900690159977,764,161,1,8,2,whitelist,129.79603068920176,300,inactive,1,0.5067179359103571
601.8981477565865,29,113.08687175097421,990,102,0,9,1,blacklist,40.04134531020653,374,active,0,0.5226989129984225
395.08287562443644,12,967.02203517472,948,215,0,3,9,whitelist,341.080197270498,738,inactive,0,0.8658403829002904
103.99169820655572,44,75.79999932294234,1309,258,0,1,9,whitelist,25.409835290708173,536,inactive,1,0.77249219217291
759.5873979209294,8,512.875014973259,759,91,1,6,9,whitelist,86.78006060882082,305,inactive,0,0.4975796976357213
497.38748908472206,46,942.3148710596141,64,143,0,3,7,whitelist,138.9772721993129,840,active,1,0.48631322684134537
192.33227929093027,43,569.3661812164381,456,139,1,3,1,blacklist,403.05081002463925,667,inactive,0,0.1616468596951528
559.9310495718072,34,616.5097964851647,3108,341,1,9,4,whitelist,64.06153319947883,780,active,0,0.12730655790697976
237.16481338310012,18,117.51814285292494,2457,210,0,1,4,blacklist,441.96855023319307,370,active,0,0.19140473112115652
514.1095060235284,33,63.70663990125747,1095,285,0,3,5,whitelist,229.14408575371326,755,inactive,0,0.2937692728211495
697.520766471661,49,186.10925429265868,970,216,0,9,3,whitelist,62.62103922932938,487,inactive,1,0.6518271628861841
296.37207202375004,42,170.1425380007371,2241,233,1,2,4,whitelist,238.07771583267723,741,inactive,1,0.26903819103718074
97.26880492152152,38,37.79092155812569,395,295,1,3,3,whitelist,460.4772894524837,455,active,0,0.22297398605460483
593.3773954237546,24,706.2958175899217,3295,88,0,1,7,blacklist,241.4134602693737,773,inactive,1,0.1023764649347293
256.590088601646,34,174.17636021373738,749,104,0,4,8,blacklist,117.13784685490985,786,inactive,0,0.7765300436091714
148.1330698411111,47,469.06619453971086,897,8,1,6,4,whitelist,236.96602445491217,705,active,1,0.586888756532581
921.2390896697223,31,236.05680440217637,3616,219,1,3,4,whitelist,59.278286270740885,794,active,1,0.9997735139147466
907.6637458509118,5,23.761469439146254,483,247,0,8,2,whitelist,49.41581504279685,574,inactive,0,0.10412285732447368
923.4008234398991,38,838.4357713227735,205,111,0,5,8,blacklist,335.2184724749148,761,inactive,0,0.9565536713334604
380.52310602178505,47,19.168250075906947,1380,34,0,5,3,blacklist,348.6704363277735,421,inactive,0,0.9657320119459877
404.6866036456621,15,253.25660892153834,1266,145,1,5,3,blacklist,257.4587521585667,591,active,1,0.5446151306228488
865.556143812805,18,176.95764914449674,1370,312,1,9,5,whitelist,131.39179707971087,533,inactive,1,0.9449306176251318
547.7725857985552,48,621.7407305607834,365,273,0,1,2,blacklist,344.1975570560822,589,inactive,0,0.23779868649344726
407.8727090174665,32,953.6551390930941,2592,212,1,6,2,blacklist,32.758224319422936,361,inactive,0,0.7547281266702386
975.0354233517372,42,964.7972624728777,2575,111,0,7,7,whitelist,330.62891641096655,735,inactive,1,0.8569426843349751
565.224993658693,17,812.2173808454667,414,189,1,7,2,whitelist,272.08016463486274,478,inactive,0,0.3854087722976516
312.21281136171746,33,465.9683426560358,1492,183,0,7,5,blacklist,452.7811138175225,580,active,0,0.3837624922922025
582.9723392916688,47,764.6418213383607,3552,305,1,6,9,whitelist,289.0071751386151,703,inactive,0,0.2889402598811809
384.1693761953545,4,807.4380565411843,2116,155,0,3,1,whitelist,481.48570348260307,664,active,1,0.23405065459352214
569.8487181179236,25,756.7323339723775,539,83,0,5,5,whitelist,287.32707606474276,469,active,1,0.48667436720708435
432.75572876274947,5,904.8138785254541,3608,324,0,9,5,blacklist,381.60521863600894,613,inactive,1,0.22762618791631573
980.9238373962316,13,129.19070605473192,3199,171,0,8,4,blacklist,275.1775396424647,400,active,1,0.27187726902638965
500.2340848663441,42,903.0283581067963,345,156,0,7,4,whitelist,28.763327796150485,494,inactive,0,0.5978450131230002
103.19415979590353,12,265.4760212019217,3525,9,1,1,1,blacklist,282.82799207528944,499,inactive,0,0.39951239937513994
208.46842974428873,28,44.46852942719259,2463,247,0,6,7,whitelist,305.84114502326435,421,inactive,0,0.9989312506103368
101.61760945452698,33,187.80306808013802,2202,272,1,5,9,blacklist,455.97577421125976,339,inactive,1,0.029794281068933115
221.90147966306046,18,89.40556722201597,1079,119,0,6,5,whitelist,354.4734597633817,742,inactive,1,0.9734496388120535
272.40742896159503,17,594.4703210291351,2234,259,1,5,8,blacklist,10.329399017637853,586,active,1,0.7175300431542019
822.2602869186504,2,401.2869679527212,3646,11,1,7,7,whitelist,191.102124364512,477,active,0,0.902143568996037
815.1408419509823,40,204.82581407977497,1597,84,1,6,3,whitelist,362.9819979102338,673,active,0,0.6741295174321479
204.9093749994437,25,404.7499113032671,2520,53,1,5,2,blacklist,236.74104472070766,593,inactive,1,0.0014701691642095005
821.4808736710456,27,441.39783833798873,911,187,0,6,5,blacklist,72.15550647287921,304,active,1,0.0022115093379240225
115.06203849302933,48,759.3546548241465,1728,204,1,2,7,whitelist,358.5834816202413,364,inactive,0,0.0002618711893622727
356.28055069117187,39,343.1598097472567,1851,131,1,7,7,whitelist,125.3673588297139,801,inactive,0,0.8806888294699796
637.4175690927683,30,788.1408095548454,1676,78,0,4,3,blacklist,82.69548886519095,833,active,1,0.410958218040814
167.6522714128524,38,750.3319332496206,373,219,1,9,3,whitelist,76.42284584798008,675,active,0,0.6614834409761227
89.35548586599043,7,852.8741055863397,1336,224,0,8,2,whitelist,149.36919896491696,522,inactive,0,0.8647180090168002
885.7663350333255,17,888.4861317974486,3324,297,1,3,3,whitelist,206.51028562909624,500,inactive,1,0.22195003381106115
809.054904025947,17,201.84048342401906,523,280,1,9,7,blacklist,414.95597959411737,753,inactive,1,0.9922926996084784
360.5609281701638,14,131.05336585683324,2993,358,0,2,3,whitelist,211.06986415023937,559,active,0,0.9724544580024538
18.86375033954574,27,19.977403313419572,2455,141,0,8,3,blacklist,87.71884008681103,601,inactive,0,0.3776354720748114
177.3737208032142,45,203.12685803117225,1178,56,1,6,5,blacklist,326.26715299190937,764,active,1,0.804945728351043
402.8184335768102,1,961.884179865452,2536,242,0,4,1,blacklist,146.4853296840402,318,active,1,0.9448778888112662
894.2902285108801,30,361.80907659049876,1303,307,0,3,9,whitelist,356.53528876008994,732,active,0,0.4771327551410067
338.2123095585267,6,262.7188649116309,3525,92,1,8,5,blacklist,42.94996160557768,747,inactive,0,0.4819676616642866
319.9199115655963,12,585.6185355261471,1477,188,0,1,3,blacklist,430.7899795329906,493,inactive,0,0.2758153248194193
101.78747293084459,17,974.7950567694126,2569,340,1,4,1,blacklist,465.0543465583491,813,inactive,1,0.32919379116382175
227.67156310905708,36,976.288206907119,2466,331,0,3,6,whitelist,188.06888038713987,531,inactive,1,0.43443728676140403
466.70362292675065,46,622.4024423404431,2374,100,1,7,6,blacklist,440.026936290598,420,active,1,0.4915263127736704
411.7049022153152,25,167.58839001571368,3276,171,0,9,7,whitelist,64.01229021268628,476,active,1,0.1973929072184124
842.9285667629686,24,791.1924451202024,1762,131,1,1,1,whitelist,472.49696911993726,554,inactive,1,0.20198849211862702
514.8399507660265,43,100.28177568891428,3364,318,1,6,3,whitelist,482.7019075393828,486,inactive,0,0.8809112836121159
14.46942687584904,49,659.3838974297157,491,83,1,7,8,whitelist,49.47336050225798,589,active,1,0.13853692040483134
771.4924050088628,17,702.2355535095137,3634,317,0,5,7,blacklist,498.97274687614396,770,inactive,1,0.343846712927803
648.099286216101,2,260.3559044225575,2580,161,1,3,9,blacklist,174.24003356563705,554,inactive,0,0.672422314355017
211.2489918287197,15,529.8282135425743,1237,303,0,9,7,blacklist,208.77958591762618,313,active,0,0.5253548727514421
928.7663329326712,26,477.8940871261345,2483,202,0,2,9,blacklist,112.2468439826953,583,inactive,0,0.7412145256738417
808.8992247985099,35,167.67205842717692,2334,7,1,8,7,whitelist,80.54613460224292,717,active,0,0.7143759777965374
530.7341529684368,4,258.24124525909684,2857,226,1,2,5,whitelist,265.66961869350223,835,active,0,0.19917917692045128
961.3418746410657,42,134.4332220704898,1788,167,0,3,6,blacklist,273.9348753643522,776,inactive,0,0.967133478187069
14.99632654930711,35,287.004002446006,112,361,1,4,2,blacklist,375.46985415366805,430,active,1,0.46091224687223786
414.2015700557486,37,667.3818439503133,545,208,0,1,3,blacklist,200.11410709724404,305,inactive,0,0.11695133700032612
641.447556673653,19,175.1658290791017,3039,157,0,5,7,whitelist,365.44926343855224,483,active,0,0.7451707668271376
467.62393991610566,1,562.8557630257854,3088,216,0,9,3,whitelist,97.83366148122097,516,inactive,0,0.6727115093361872
67.08883133422243,31,620.0417857121349,3572,326,0,9,6,whitelist,361.81037940169074,583,active,0,0.16753341633198948
645.9055800831713,22,75.58499678091046,3490,331,0,2,4,blacklist,311.1115940961285,779,active,1,0.8684760458356342
970.9075120451964,23,184.1424052371481,2239,20,1,7,2,whitelist,107.14336571493338,511,inactive,0,0.30378397158203974
583.9411839515546,2,315.23568654191536,2572,63,1,3,3,whitelist,170.25496593473272,647,inactive,0,0.3400802852711451
165.0418427067275,39,650.9348384095808,189,260,1,2,7,whitelist,186.12042254043808,300,inactive,0,0.18410211514551245
308.48580639913143,29,973.947219665582,3100,235,1,9,4,whitelist,191.0703024774392,737,active,0,0.8320791284768004
563.3941061055223,44,365.7235685654671,1309,109,0,9,5,blacklist,324.62169300679346,564,active,1,0.3924662959493096
126.47282640115571,40,712.5661515771872,3280,51,0,8,6,whitelist,153.96833836648787,502,inactive,0,0.14782511287999467
75.13986674543771,25,874.7371142300602,2211,346,0,7,3,blacklist,143.2075660189438,613,active,1,0.356195973420104
439.327218419898,8,575.6518728442051,2185,62,0,8,1,whitelist,497.1118359853695,679,inactive,0,0.017549501434156456
944.9036463599778,9,842.6974336440526,3609,183,1,1,9,whitelist,225.44810935698212,342,active,1,0.11855797051060846
289.76257932017637,5,834.8032634767604,3473,181,1,6,8,whitelist,380.8003614609546,706,active,0,0.49932272363868113
16.29788291220952,25,629.89503536336,1354,95,1,9,1,whitelist,50.0571864808872,568,active,0,0.9366503377214206
605.5066085441018,12,715.1693291286288,704,183,1,6,3,whitelist,280.9818708945236,332,active,1,0.42472507023605444
373.842346827188,13,21.821986328511954,1538,130,0,1,9,blacklist,225.84008261745953,730,inactive,0,0.2568129903579035
495.11336169802263,11,108.01080513510009,454,335,0,6,6,blacklist,76.51236007598433,836,active,0,0.7534901310168564
158.56778833234316,5,345.8420302986148,2975,244,1,1,8,whitelist,302.07974313885467,480,inactive,0,0.7536941000981594
166.4513978538099,46,83.327284433381,2854,327,0,6,4,whitelist,45.3686285730483,640,active,1,0.8474941337122793
116.7567745009808,28,79.37134409294944,55,119,1,5,3,blacklist,342.03136969422457,674,inactive,0,0.7648302718182084
618.8516228938272,17,329.05372048211547,1390,178,0,2,4,whitelist,333.8553716382479,475,active,0,0.4218479459434874
638.8225579414352,9,831.3304509538831,1343,83,1,3,7,blacklist,435.085537778061,704,inactive,1,0.9210905263646499
340.161325172666,28,994.3878117376433,2487,117,1,4,6,whitelist,50.37776404699923,762,active,0,0.001875879244151446
744.7486466995784,38,189.44715611117624,175,339,0,3,4,blacklist,400.0652074095824,700,active,0,0.953012588820598
686.2827973915623,3,97.6907643417898,3612,60,1,9,9,blacklist,51.14476928416162,710,active,1,0.12122398853884042
369.37499072547246,34,245.89217972377264,1422,63,1,7,3,whitelist,288.17423848100987,378,inactive,1,0.9945320934095446
162.46813255904442,27,462.0831959462014,3578,321,0,9,7,whitelist,432.3160222983382,815,active,1,0.5055447328356599
657.0256132174247,45,498.0769769432284,3176,355,0,7,1,blacklist,258.27239922540116,472,inactive,1,0.08468822457149117
848.7805004102884,34,120.6574448502743,1299,186,1,6,8,blacklist,221.73525919859856,487,inactive,1,0.012256687772083441
317.70521724479954,17,370.6165537065882,943,199,1,2,5,blacklist,42.961945588140146,319,inactive,1,0.016727400901661138
76.90145628371695,11,392.91508531692386,1899,159,0,8,6,whitelist,495.3160406793981,488,active,0,0.13535201479451864
322.4980436053935,2,115.1250073480793,3479,336,1,4,5,whitelist,370.96011391337316,319,inactive,1,0.8645941867782346
864.7559370855149,33,139.8413384902144,2421,261,1,9,4,whitelist,76.19678946676845,655,active,0,0.5384651545103787
21.6776905098217,43,846.7571571058202,1112,41,1,1,3,blacklist,496.8660151670333,473,active,0,0.7631385784472029
681.2357328445029,11,238.16384728645923,2980,183,0,3,9,whitelist,390.0780717977316,456,active,0,0.4837435869238035
360.7625871467931,42,331.55128203016324,2671,22,1,2,8,whitelist,487.04213511872655,368,inactive,0,0.11529725321242656
703.6440697250606,12,306.4679372156347,1780,148,1,2,2,blacklist,227.20695430271516,685,active,1,0.3946348439106516
31.02935737436158,6,562.4275955715303,1534,336,0,4,6,whitelist,388.4806875297945,704,active,1,0.4274714721676619
430.1599469288138,25,752.9066171181499,2717,147,0,2,2,whitelist,401.47986015487623,708,active,1,0.8327206157658696
127.91990550153517,19,692.8162962679645,176,313,0,2,4,blacklist,455.53665408093576,377,inactive,0,0.5836036363019802
411.5349518883375,17,349.4641637187228,703,31,0,6,8,whitelist,89.29897851419216,785,inactive,1,0.6234398726139049
547.6143592969365,8,123.7152399803757,1907,90,0,6,5,blacklist,289.8265549801925,797,active,0,0.4396531140446913
759.6538338081024,34,991.2125941767572,1321,219,0,5,2,blacklist,288.13007545246046,376,active,1,0.4403234863355934
314.3663362013237,24,48.11986349674513,155,112,0,7,7,blacklist,499.0522474858005,668,inactive,1,0.0036046046521662767
342.8189014336609,20,46.231861544925536,554,292,1,8,9,whitelist,326.5737915720323,716,active,0,0.7584008215734906
345.3841268616697,17,937.121503198357,2836,118,1,1,9,whitelist,282.27352359710983,803,inactive,0,0.3610389006493938
71.61805251905892,18,505.73657729431795,244,134,1,8,1,blacklist,372.7759532440478,738,inactive,1,0.7582731994086226
104.3754360771043,35,216.69420511125224,1180,59,0,1,5,whitelist,466.2203083221314,811,active,0,0.9537149242801258
663.8310826680221,3,206.7793766827949,1682,291,0,8,9,whitelist,38.306980518058865,451,active,1,0.9456262165717554
609.0600529474617,45,590.7873124340334,3304,32,0,6,2,blacklist,29.71372042756676,780,active,1,0.563633870754977
932.5527865370057,17,651.5809316166203,2865,175,0,5,3,blacklist,342.89348896294365,481,active,0,0.6939267275695404
226.53153957812694,9,287.4793253328357,2969,77,0,5,2,blacklist,107.44041330895942,497,active,0,0.6664002287780197
599.241032648691,15,339.8299665683444,828,38,0,1,3,blacklist,235.48758414195166,308,active,0,0.5732411986892267
458.9236531411334,21,121.90268235766766,2983,268,0,6,2,whitelist,125.762674169199,543,inactive,0,0.6132755154912622
857.7828581396761,44,505.98171983271624,861,91,0,7,6,blacklist,252.71950944042226,776,inactive,0,0.7801097924012136
364.2216457175729,6,129.86815655713158,3028,357,0,6,6,whitelist,340.4918755351291,365,inactive,1,0.20625541279358983
899.5043894419043,33,278.03918050391076,1148,338,0,9,9,whitelist,209.47539820171446,682,inactive,1,0.6662395806459724
928.3097402736681,15,716.2648484210697,1759,199,1,6,8,whitelist,121.86829330365678,751,inactive,0,0.17201951551749495
493.1122517117789,10,65.30991401505493,250,304,1,5,5,blacklist,171.4565522304367,641,active,0,0.5398857555459384
856.3747704788935,12,370.611719203469,708,115,1,1,8,blacklist,459.3110950919865,316,inactive,0,0.62135393590233
835.983864539445,49,755.1384063244114,2364,183,1,1,8,whitelist,124.41027698870505,659,active,0,0.40043779099781895
735.5671560641587,17,841.2099621330677,2226,288,0,8,5,whitelist,459.5711307537402,644,active,1,0.17727646228502503
244.5350797568755,3,805.2156528301936,2707,148,1,9,5,blacklist,96.69486079905492,565,active,1,0.13243426943288084
808.3726104275161,36,879.9672670095579,1961,338,0,5,5,blacklist,401.20834171836486,688,inactive,1,0.5711111570123664
756.1015399404597,16,857.9935283819565,2079,36,1,4,8,blacklist,217.17974826385932,806,active,0,0.7929588848438613
393.25080940974453,41,293.32133265899927,3430,335,1,6,7,blacklist,382.9451194813049,700,active,0,0.7917861174321038
737.9030715482987,14,915.960259899116,2189,208,1,5,8,whitelist,212.60415160396602,692,inactive,0,0.9514881310845094
877.9253686421226,26,691.5394079491416,2890,303,0,5,7,whitelist,204.40502123059633,778,inactive,1,0.7020877472734245
973.6742315025099,33,23.435116744349504,2689,299,0,1,2,whitelist,318.6426775887463,428,active,0,0.2587000998720921
742.9206717951685,8,77.41932513535355,353,100,0,1,8,whitelist,336.3734922015866,674,active,0,0.8963502361452003
96.21184141029352,19,825.2417580102987,3373,78,1,7,8,blacklist,160.0317998710677,388,inactive,0,0.7617547154375456
512.0559292746918,13,943.579672833524,1700,70,1,1,8,blacklist,430.6760127198561,495,inactive,1,0.1450885313212067
102.32484985826594,47,520.4062530155073,976,299,1,2,3,whitelist,146.60814513751157,820,active,0,0.1663673439355352
616.9607649924876,22,858.9482301497056,2264,179,0,3,7,blacklist,433.6695505521859,602,inactive,0,0.10502645814119016
104.87855740734608,29,56.64620968550715,2358,25,0,7,9,blacklist,183.45166997671336,839,inactive,1,0.8691025913000779
813.1980814358503,12,638.5899966028387,580,55,0,4,6,whitelist,498.53371314037923,781,inactive,1,0.31653856622604803
940.8905366268817,16,248.72831073631895,2673,279,0,5,6,whitelist,383.22376503505905,782,inactive,0,0.5614676465998009
553.6777356618173,25,190.6546407668942,2589,143,0,5,7,blacklist,386.77371186121144,348,inactive,1,0.1827972343855323
587.147765639759,28,301.1874049967063,737,44,1,6,7,blacklist,314.00300366223684,557,inactive,0,0.0794615002304383
272.81900251307724,45,36.945055432959336,651,288,1,6,7,whitelist,233.02953776066815,484,inactive,0,0.08885653291063722
726.4203643630482,6,19.75054366040352,43,134,0,9,4,whitelist,283.2735557415609,373,inactive,0,0.2102777882556658
158.99214167678284,24,388.6008722465507,1578,254,1,3,1,whitelist,73.34993021603742,631,inactive,1,0.34474510679742676
435.5977867349572,35,389.20959090008444,1643,60,1,5,7,blacklist,364.8203536189014,526,inactive,0,0.21556097062653823
661.693164375485,25,726.014553864208,1523,293,1,9,4,blacklist,88.79839212621981,470,inactive,1,0.3795962793503981
569.5057050103104,38,619.1730150650751,1462,108,0,9,3,whitelist,287.1026889150208,723,inactive,0,0.36574807301771606
882.7752402363083,45,128.44112927277507,3628,46,1,3,5,blacklist,257.84301314614703,550,active,1,0.8963618868624406
751.6945608160913,20,685.0569677541338,2094,171,1,7,1,whitelist,415.23569432536794,572,inactive,1,0.6192697518344454
111.71318489382672,10,773.7582096816876,2220,175,1,7,7,whitelist,369.2326758672554,465,inactive,1,0.15969223155230805
526.5507458410679,3,858.7895360403508,1164,282,1,9,2,whitelist,52.27006424349562,327,inactive,0,0.8811200892393574
787.0575684658535,20,758.493041522769,1635,343,0,6,2,whitelist,239.0084079820362,680,active,1,0.05138171935393232
689.3137138562163,7,41.51622152949774,35,298,1,8,4,blacklist,465.7090137624525,364,active,0,0.5446583351067552
338.9017192794247,35,799.5596369113612,79,342,1,3,7,whitelist,456.2525744553525,502,inactive,1,0.6795602583279303
74.39670449112865,28,657.8389806329787,1217,293,0,5,9,whitelist,480.760261719479,441,active,0,0.14316026207742716
